id,hostname,ip,os,cpu,ram_gb,disk_gb,status,uptime_days
395,server-0395,192.168.110.202,CentOS 8,32,8,2000,offline,136
396,server-0396,192.168.72.252,CentOS 8,32,4,2000,online,230
397,server-0397,192.168.25.78,CentOS 8,2,8,1000,online,241
398,server-0398,192.168.252.249,Debian 12,32,64,2000,offline,344
399,server-0399,192.168.77.36,CentOS 8,2,16,1000,online,218
400,server-0400,192.168.161.173,Debian 12,32,8,2000,maintenance,249
401,server-0401,192.168.15.95,Debian 12,2,4,1000,online,328
402,server-0402,192.168.103.157,Windows Server 2022,2,32,500,offline,153
403,server-0403,192.168.237.203,Windows Server 2022,32,16,2000,offline,29
404,server-0404,192.168.176.59,Debian 12,16,8,1000,maintenance,73
405,server-0405,192.168.178.120,CentOS 8,16,64,1000,online,338
406,server-0406,192.168.229.165,CentOS 8,8,16,100,maintenance,178
407,server-0407,192.168.236.207,CentOS 8,16,64,500,online,185
408,server-0408,192.168.184.47,CentOS 8,8,32,500,online,364
409,server-0409,192.168.230.14,Ubuntu 22.04,16,64,500,online,281
410,server-0410,192.168.216.44,Windows Server 2022,4,4,500,online,12
411,server-0411,192.168.243.42,Debian 12,2,8,2000,maintenance,41
412,server-0412,192.168.182.39,CentOS 8,4,32,1000,online,349
413,server-0413,192.168.207.91,Ubuntu 22.04,32,64,100,maintenance,191
414,server-0414,192.168.72.37,CentOS 8,2,32,1000,offline,185
415,server-0415,192.168.242.145,Debian 12,16,64,2000,offline,287
416,server-0416,192.168.230.240,Windows Server 2022,8,16,1000,offline,33
417,server-0417,192.168.151.252,Ubuntu 22.04,16,32,1000,online,206
418,server-0418,192.168.190.27,Ubuntu 22.04,16,8,500,maintenance,340
419,server-0419,192.168.197.184,Ubuntu 22.04,4,16,500,offline,95
420,server-0420,192.168.124.42,CentOS 8,32,16,100,offline,210
421,server-0421,192.168.57.93,Debian 12,16,16,500,maintenance,136
422,server-0422,192.168.255.65,Ubuntu 22.04,16,16,2000,online,276
423,server-0423,192.168.57.163,Debian 12,16,16,500,maintenance,353
424,server-0424,192.168.52.154,CentOS 8,32,16,1000,maintenance,213
425,server-0425,192.168.205.219,Debian 12,16,32,2000,maintenance,87
426,server-0426,192.168.201.115,Debian 12,2,16,500,online,51
427,server-0427,192.168.0.186,Debian 12,8,4,500,maintenance,95
428,server-0428,192.168.37.245,Debian 12,8,64,100,online,231
429,server-0429,192.168.104.217,Ubuntu 22.04,16,32,500,online,358
430,server-0430,192.168.229.173,Debian 12,4,64,2000,offline,351
431,server-0431,192.168.12.245,Debian 12,8,32,100,offline,138
432,server-0432,192.168.224.40,Ubuntu 22.04,32,32,2000,maintenance,161
433,server-0433,192.168.154.126,Debian 12,32,64,500,offline,27
434,server-0434,192.168.200.140,Debian 12,8,64,2000,maintenance,184
435,server-0435,192.168.8.217,Ubuntu 22.04,4,32,100,offline,227
436,server-0436,192.168.99.205,Debian 12,8,32,1000,offline,165
437,server-0437,192.168.26.43,Debian 12,2,16,1000,offline,117
438,server-0438,192.168.255.184,Debian 12,8,64,1000,offline,299
439,server-0439,192.168.204.113,Ubuntu 22.04,2,64,100,offline,223
440,server-0440,192.168.116.3,CentOS 8,2,64,100,maintenance,200
441,server-0441,192.168.163.134,Ubuntu 22.04,4,64,100,maintenance,184
442,server-0442,192.168.21.37,Ubuntu 22.04,16,16,2000,online,59
443,server-0443,192.168.170.110,Debian 12,8,4,100,online,150
444,server-0444,192.168.199.102,Debian 12,4,4,100,offline,3
445,server-0445,192.168.186.110,Ubuntu 22.04,32,32,500,maintenance,216
446,server-0446,192.168.157.9,Windows Server 2022,2,8,500,maintenance,173
447,server-0447,192.168.65.242,Windows Server 2022,16,4,100,maintenance,231
448,server-0448,192.168.22.2,CentOS 8,4,4,100,maintenance,348
449,server-0449,192.168.155.28,Debian 12,32,32,1000,offline,345
450,server-0450,192.168.255.120,Ubuntu 22.04,4,8,1000,maintenance,234
451,server-0451,192.168.110.4,CentOS 8,4,4,2000,offline,63
452,server-0452,192.168.181.197,Debian 12,4,16,100,offline,77
453,server-0453,192.168.21.100,Debian 12,32,32,100,online,48
454,server-0454,192.168.26.48,Ubuntu 22.04,32,16,500,online,188
455,server-0455,192.168.100.65,Ubuntu 22.04,16,64,500,offline,127
456,server-0456,192.168.20.37,Ubuntu 22.04,32,4,100,online,272
457,server-0457,192.168.249.94,CentOS 8,2,16,500,maintenance,274
458,server-0458,192.168.23.67,Debian 12,8,4,100,offline,259
459,server-0459,192.168.152.131,Windows Server 2022,4,64,1000,online,110
460,server-0460,192.168.78.36,Debian 12,4,4,500,maintenance,342
461,server-0461,192.168.151.75,Ubuntu 22.04,2,32,1000,online,351
462,server-0462,192.168.96.79,Ubuntu 22.04,16,64,500,online,123
463,server-0463,192.168.131.62,Debian 12,32,64,1000,offline,240
464,server-0464,192.168.215.50,CentOS 8,8,8,500,offline,171
465,server-0465,192.168.158.26,Windows Server 2022,2,8,2000,maintenance,228
466,server-0466,192.168.30.215,CentOS 8,16,4,500,online,14
467,server-0467,192.168.46.251,CentOS 8,2,64,100,online,36
468,server-0468,192.168.11.133,CentOS 8,8,16,1000,online,91
469,server-0469,192.168.115.149,CentOS 8,8,8,1000,maintenance,15
470,server-0470,192.168.167.98,Windows Server 2022,16,4,500,offline,119
471,server-0471,192.168.218.136,Debian 12,4,16,100,offline,186
472,server-0472,192.168.179.243,Debian 12,4,8,500,online,82
473,server-0473,192.168.36.124,CentOS 8,16,32,100,online,203
474,server-0474,192.168.87.23,Windows Server 2022,16,8,500,maintenance,160
475,server-0475,192.168.202.9,Debian 12,2,8,1000,offline,249
476,server-0476,192.168.247.158,Debian 12,32,4,2000,online,78
477,server-0477,192.168.195.81,Ubuntu 22.04,4,8,2000,online,155
478,server-0478,192.168.147.244,Debian 12,8,8,500,maintenance,277
479,server-0479,192.168.190.124,CentOS 8,2,32,2000,online,167
480,server-0480,192.168.228.42,Windows Server 2022,2,64,1000,maintenance,29
481,server-0481,192.168.116.88,Ubuntu 22.04,32,8,500,maintenance,183
482,server-0482,192.168.228.30,CentOS 8,8,4,2000,online,70
483,server-0483,192.168.214.170,Debian 12,16,4,500,online,294
484,server-0484,192.168.51.216,Ubuntu 22.04,8,64,2000,offline,332
485,server-0485,192.168.64.213,Ubuntu 22.04,16,4,100,online,231
486,server-0486,192.168.58.28,Ubuntu 22.04,4,8,500,maintenance,365
487,server-0487,192.168.85.224,Windows Server 2022,16,32,2000,offline,212
488,server-0488,192.168.252.44,Debian 12,32,16,500,offline,254
489,server-0489,192.168.39.217,Windows Server 2022,4,4,1000,maintenance,203
490,server-0490,192.168.34.168,Debian 12,32,64,100,maintenance,17
491,server-0491,192.168.61.229,CentOS 8,32,4,500,offline,34
492,server-0492,192.168.240.193,Windows Server 2022,32,16,2000,maintenance,295
493,server-0493,192.168.197.243,CentOS 8,4,32,500,online,328
494,server-0494,192.168.20.134,CentOS 8,16,16,2000,maintenance,146
495,server-0495,192.168.128.36,Debian 12,2,8,500,offline,13
496,server-0496,192.168.73.210,CentOS 8,8,16,1000,maintenance,224
497,server-0497,192.168.21.124,Ubuntu 22.04,4,16,1000,online,106
498,server-0498,192.168.210.129,CentOS 8,8,64,100,online,67
499,server-0499,192.168.237.214,Ubuntu 22.04,32,8,1000,offline,329
500,server-0500,192.168.21.184,Windows Server 2022,2,32,1000,maintenance,273
501,server-0501,192.168.165.14,Debian 12,4,16,2000,offline,322
502,server-0502,192.168.113.147,Ubuntu 22.04,8,4,100,offline,292
503,server-0503,192.168.138.91,Windows Server 2022,2,8,1000,offline,22
504,server-0504,192.168.80.99,CentOS 8,16,64,2000,maintenance,188
505,server-0505,192.168.9.57,CentOS 8,32,4,2000,online,342
506,server-0506,192.168.32.115,Ubuntu 22.04,32,64,100,online,227
507,server-0507,192.168.207.111,CentOS 8,32,8,2000,maintenance,315
508,server-0508,192.168.108.162,Windows Server 2022,2,8,500,maintenance,16
509,server-0509,192.168.195.83,Debian 12,2,16,100,online,230
510,server-0510,192.168.13.61,Windows Server 2022,8,32,1000,offline,351
511,server-0511,192.168.144.58,CentOS 8,32,64,1000,maintenance,245
512,server-0512,192.168.77.29,Debian 12,8,32,1000,online,277
513,server-0513,192.168.109.184,Ubuntu 22.04,2,16,1000,offline,89
514,server-0514,192.168.174.21,Debian 12,32,4,100,maintenance,187
515,server-0515,192.168.22.157,CentOS 8,16,32,500,offline,246
516,server-0516,192.168.126.192,Ubuntu 22.04,32,8,500,offline,203
517,server-0517,192.168.174.30,Debian 12,4,16,500,online,18
518,server-0518,192.168.168.127,Windows Server 2022,16,4,1000,maintenance,144
519,server-0519,192.168.143.41,Ubuntu 22.04,4,64,100,online,338
520,server-0520,192.168.112.117,Ubuntu 22.04,4,64,2000,offline,320
521,server-0521,192.168.104.225,Windows Server 2022,16,4,2000,offline,281
522,server-0522,192.168.156.83,CentOS 8,2,16,1000,online,118
523,server-0523,192.168.218.134,Windows Server 2022,8,64,1000,online,313
524,server-0524,192.168.204.181,CentOS 8,8,16,500,online,351
525,server-0525,192.168.213.106,Debian 12,32,16,1000,maintenance,254
526,server-0526,192.168.54.131,CentOS 8,16,16,1000,maintenance,292
527,server-0527,192.168.56.38,CentOS 8,16,4,1000,offline,189
528,server-0528,192.168.13.67,Debian 12,32,16,100,offline,98
529,server-0529,192.168.43.78,Debian 12,8,32,500,offline,84
530,server-0530,192.168.230.15,Ubuntu 22.04,2,64,1000,online,124
531,server-0531,192.168.99.201,CentOS 8,4,32,2000,maintenance,114
532,server-0532,192.168.63.61,CentOS 8,4,64,100,maintenance,285
533,server-0533,192.168.108.44,Ubuntu 22.04,16,4,100,maintenance,131
534,server-0534,192.168.6.231,Debian 12,32,32,100,online,187
535,server-0535,192.168.145.5,Ubuntu 22.04,4,8,500,offline,275
536,server-0536,192.168.36.211,Debian 12,8,16,2000,maintenance,182
537,server-0537,192.168.44.42,Debian 12,2,8,500,online,126
538,server-0538,192.168.185.49,Windows Server 2022,4,8,500,offline,284
539,server-0539,192.168.37.103,CentOS 8,2,16,2000,offline,269
540,server-0540,192.168.93.179,Windows Server 2022,4,4,1000,maintenance,254
541,server-0541,192.168.117.30,CentOS 8,4,64,1000,online,253
542,server-0542,192.168.254.56,Debian 12,16,8,500,online,218
543,server-0543,192.168.52.104,CentOS 8,8,32,500,maintenance,344
544,server-0544,192.168.39.69,CentOS 8,8,64,2000,offline,204
545,server-0545,192.168.225.219,CentOS 8,16,8,2000,online,45
546,server-0546,192.168.78.173,Debian 12,2,32,1000,maintenance,202
547,server-0547,192.168.156.99,Debian 12,32,4,2000,maintenance,348
548,server-0548,192.168.102.120,Debian 12,8,64,100,maintenance,132
549,server-0549,192.168.64.177,CentOS 8,8,4,500,online,94
550,server-0550,192.168.75.184,Debian 12,32,64,500,offline,355
551,server-0551,192.168.205.113,Windows Server 2022,16,16,100,maintenance,71
552,server-0552,192.168.230.226,Debian 12,4,32,100,maintenance,20
553,server-0553,192.168.132.150,Ubuntu 22.04,32,8,1000,online,13
554,server-0554,192.168.138.79,Debian 12,16,32,2000,maintenance,361
555,server-0555,192.168.229.51,Debian 12,32,8,2000,online,164
556,server-0556,192.168.210.198,CentOS 8,2,8,100,offline,114
557,server-0557,192.168.238.253,Ubuntu 22.04,32,16,100,online,117
558,server-0558,192.168.97.172,Windows Server 2022,4,32,500,online,281
559,server-0559,192.168.182.102,Ubuntu 22.04,2,32,500,maintenance,64
560,server-0560,192.168.13.212,Ubuntu 22.04,32,8,1000,maintenance,124
561,server-0561,192.168.50.141,Ubuntu 22.04,4,8,100,offline,254
562,server-0562,192.168.84.199,Windows Server 2022,2,32,100,maintenance,12
563,server-0563,192.168.212.240,Ubuntu 22.04,4,8,100,offline,180
564,server-0564,192.168.12.101,Debian 12,16,32,2000,online,31
565,server-0565,192.168.90.18,Windows Server 2022,16,32,1000,maintenance,82
566,server-0566,192.168.164.79,Debian 12,4,16,100,maintenance,293
567,server-0567,192.168.205.113,Windows Server 2022,2,64,2000,offline,55
568,server-0568,192.168.245.111,Ubuntu 22.04,8,8,100,maintenance,228
569,server-0569,192.168.112.237,Windows Server 2022,32,16,500,online,325
570,server-0570,192.168.205.214,Debian 12,32,16,1000,offline,173
571,server-0571,192.168.118.198,CentOS 8,16,32,2000,maintenance,237
572,server-0572,192.168.150.139,Debian 12,32,8,1000,online,98
573,server-0573,192.168.13.77,Debian 12,32,4,2000,offline,230
574,server-0574,192.168.167.51,Windows Server 2022,16,32,100,offline,3
575,server-0575,192.168.17.39,Ubuntu 22.04,2,4,1000,maintenance,287
576,server-0576,192.168.145.1,Debian 12,16,4,100,maintenance,198
577,server-0577,192.168.112.188,Ubuntu 22.04,2,8,500,online,39
578,server-0578,192.168.47.169,Windows Server 2022,4,4,500,maintenance,335
579,server-0579,192.168.162.106,CentOS 8,32,8,500,maintenance,118
580,server-0580,192.168.30.186,Debian 12,2,4,100,online,358
581,server-0581,192.168.27.144,Ubuntu 22.04,16,4,500,maintenance,113
582,server-0582,192.168.19.32,Windows Server 2022,32,16,500,online,69
583,server-0583,192.168.206.205,Debian 12,2,32,500,offline,309
584,server-0584,192.168.207.62,Windows Server 2022,4,64,1000,offline,132
585,server-0585,192.168.199.74,Debian 12,16,16,500,offline,48
586,server-0586,192.168.4.2,Debian 12,4,32,2000,offline,17
587,server-0587,192.168.212.40,Windows Server 2022,8,64,100,offline,101
588,server-0588,192.168.97.76,Ubuntu 22.04,8,4,2000,online,68
589,server-0589,192.168.58.176,Windows Server 2022,8,8,1000,maintenance,216
590,server-0590,192.168.238.167,Debian 12,4,16,2000,maintenance,257
591,server-0591,192.168.160.21,Debian 12,32,64,1000,maintenance,162
592,server-0592,192.168.18.155,Windows Server 2022,4,8,500,maintenance,96
593,server-0593,192.168.54.208,CentOS 8,4,4,500,online,334
594,server-0594,192.168.248.206,Windows Server 2022,8,64,2000,online,218
595,server-0595,192.168.87.148,Ubuntu 22.04,8,8,2000,maintenance,219
596,server-0596,192.168.82.210,Windows Server 2022,8,32,100,maintenance,28
597,server-0597,192.168.11.190,Ubuntu 22.04,2,64,1000,offline,201
598,server-0598,192.168.147.134,Windows Server 2022,4,4,1000,online,110
599,server-0599,192.168.163.175,Ubuntu 22.04,16,4,2000,online,163
600,server-0600,192.168.72.47,Windows Server 2022,32,16,500,offline,170
601,server-0601,192.168.169.181,Windows Server 2022,2,16,1000,maintenance,199
602,server-0602,192.168.239.215,CentOS 8,16,32,500,maintenance,279
603,server-0603,192.168.233.189,Ubuntu 22.04,32,8,1000,maintenance,332
604,server-0604,192.168.109.186,Ubuntu 22.04,8,16,1000,offline,254
605,server-0605,192.168.237.40,CentOS 8,2,4,2000,maintenance,284
606,server-0606,192.168.71.117,Ubuntu 22.04,16,32,100,maintenance,211
607,server-0607,192.168.13.59,Ubuntu 22.04,32,8,2000,maintenance,10
608,server-0608,192.168.150.23,Debian 12,8,32,100,offline,81
609,server-0609,192.168.239.60,CentOS 8,8,32,500,online,206
610,server-0610,192.168.204.185,Windows Server 2022,32,8,100,maintenance,104
611,server-0611,192.168.177.175,Debian 12,4,16,2000,offline,345
612,server-0612,192.168.188.141,Windows Server 2022,32,16,2000,maintenance,315
613,server-0613,192.168.241.173,Debian 12,8,4,500,offline,38
614,server-0614,192.168.63.235,Ubuntu 22.04,2,16,1000,maintenance,319
615,server-0615,192.168.76.49,Debian 12,32,16,500,maintenance,156
616,server-0616,192.168.167.20,Windows Server 2022,8,4,2000,online,130
617,server-0617,192.168.245.145,Debian 12,16,16,1000,online,56
618,server-0618,192.168.123.55,Ubuntu 22.04,8,4,1000,online,307
619,server-0619,192.168.194.238,Debian 12,2,16,1000,online,101
620,server-0620,192.168.110.182,Ubuntu 22.04,32,64,500,offline,211
621,server-0621,192.168.128.55,CentOS 8,2,8,1000,maintenance,96
622,server-0622,192.168.56.31,CentOS 8,16,16,2000,maintenance,29
623,server-0623,192.168.230.129,Windows Server 2022,32,16,100,offline,342
624,server-0624,192.168.75.230,Debian 12,8,64,2000,maintenance,57
625,server-0625,192.168.255.147,Ubuntu 22.04,2,4,500,maintenance,329
626,server-0626,192.168.153.130,CentOS 8,2,8,100,offline,236
627,server-0627,192.168.210.173,Debian 12,4,4,2000,maintenance,248
628,server-0628,192.168.27.36,Windows Server 2022,4,4,100,online,262
629,server-0629,192.168.73.66,Windows Server 2022,4,4,100,maintenance,204
630,server-0630,192.168.214.193,Debian 12,8,64,500,offline,218
631,server-0631,192.168.122.222,Ubuntu 22.04,2,32,500,online,322
632,server-0632,192.168.64.187,Debian 12,8,4,2000,offline,279
633,server-0633,192.168.37.167,Windows Server 2022,16,8,100,maintenance,264
634,server-0634,192.168.18.102,Debian 12,8,64,1000,offline,292
635,server-0635,192.168.166.234,Debian 12,2,32,100,online,37
636,server-0636,192.168.97.229,Windows Server 2022,2,4,500,maintenance,204
637,server-0637,192.168.229.160,Debian 12,8,16,2000,online,189
638,server-0638,192.168.92.244,Debian 12,2,64,100,online,77
639,server-0639,192.168.225.232,Ubuntu 22.04,4,8,100,offline,217
640,server-0640,192.168.3.145,CentOS 8,16,64,1000,online,331
641,server-0641,192.168.192.193,Ubuntu 22.04,2,16,1000,online,248
642,server-0642,192.168.53.26,Ubuntu 22.04,8,8,2000,offline,30
643,server-0643,192.168.173.63,Windows Server 2022,2,32,100,online,100
644,server-0644,192.168.115.17,Windows Server 2022,2,64,100,online,118
645,server-0645,192.168.152.251,Debian 12,2,64,100,online,193
646,server-0646,192.168.41.250,CentOS 8,16,16,500,maintenance,173
647,server-0647,192.168.140.74,Ubuntu 22.04,2,16,500,offline,346
648,server-0648,192.168.127.27,CentOS 8,16,32,100,offline,243
649,server-0649,192.168.87.55,Windows Server 2022,32,8,1000,offline,123
650,server-0650,192.168.210.251,Windows Server 2022,32,4,100,offline,309
651,server-0651,192.168.185.35,CentOS 8,4,4,100,online,55
652,server-0652,192.168.225.139,Debian 12,16,4,2000,maintenance,114
653,server-0653,192.168.205.36,Windows Server 2022,4,64,2000,offline,276
654,server-0654,192.168.68.252,Debian 12,16,32,500,offline,173
655,server-0655,192.168.196.244,CentOS 8,4,8,500,offline,49
656,server-0656,192.168.192.92,Ubuntu 22.04,16,4,500,online,77
657,server-0657,192.168.232.116,Debian 12,8,64,100,offline,154
658,server-0658,192.168.230.26,Windows Server 2022,2,4,2000,offline,334
659,server-0659,192.168.70.138,Debian 12,2,16,2000,offline,46
660,server-0660,192.168.155.140,Ubuntu 22.04,4,64,100,offline,96
661,server-0661,192.168.230.180,Windows Server 2022,8,16,2000,offline,78
662,server-0662,192.168.162.216,Windows Server 2022,16,32,100,maintenance,29
663,server-0663,192.168.73.112,Windows Server 2022,8,32,2000,maintenance,113
664,server-0664,192.168.244.75,Debian 12,4,8,500,online,243
665,server-0665,192.168.17.253,Debian 12,4,32,500,maintenance,76
666,server-0666,192.168.148.226,CentOS 8,2,8,1000,maintenance,23
667,server-0667,192.168.179.193,Debian 12,4,64,100,maintenance,355
668,server-0668,192.168.89.134,CentOS 8,8,64,100,offline,252
669,server-0669,192.168.13.13,Windows Server 2022,32,4,1000,offline,279
670,server-0670,192.168.4.18,CentOS 8,2,8,100,maintenance,149
671,server-0671,192.168.152.212,Windows Server 2022,4,64,1000,offline,288
672,server-0672,192.168.93.108,Windows Server 2022,2,64,100,online,157
673,server-0673,192.168.110.184,CentOS 8,16,64,1000,online,363
674,server-0674,192.168.141.212,Windows Server 2022,2,8,1000,offline,118
675,server-0675,192.168.20.135,Windows Server 2022,2,64,1000,maintenance,0
676,server-0676,192.168.39.26,CentOS 8,8,64,500,online,178
677,server-0677,192.168.1.143,CentOS 8,8,4,1000,online,248
